mol_name,smiles,bond_idx,elem1,elem2,bond_order,hybridization_1,hybridization_2,is_in_ring,ring_size,mmff_length,dft_length
THF,C1CCOC1,7,C,H,1.0,SP3,OTHER,0,0,1.0964510722303116,1.0966785647317083
THF,C1CCOC1,8,C,H,1.0,SP3,OTHER,0,0,1.0930211675695032,1.0944756709612142
THF,C1CCOC1,9,C,H,1.0,SP3,OTHER,0,0,1.095241287794612,1.1012228571006868
THF,C1CCOC1,10,C,H,1.0,SP3,OTHER,0,0,1.093563682433721,1.0963963257317126
THF,C1CCOC1,11,C,H,1.0,SP3,OTHER,0,0,1.0952406712344096,1.1012232405688684
THF,C1CCOC1,12,C,H,1.0,SP3,OTHER,0,0,1.0935629911573452,1.096397284735784
dioxane,C1COCCO1,0,C,C,1.0,SP3,SP3,1,6,1.5278882759972994,1.5223379728483424
dioxane,C1COCCO1,1,C,O,1.0,SP3,SP3,1,6,1.4352348079979806,1.4274498436309417
dioxane,C1COCCO1,2,C,O,1.0,SP3,SP3,1,6,1.435233285774825,1.4274506022479376
dioxane,C1COCCO1,3,C,C,1.0,SP3,SP3,1,6,1.527894633375286,1.5223391841984493
dioxane,C1COCCO1,4,C,O,1.0,SP3,SP3,1,6,1.4352305422408624,1.4274486551417533
dioxane,C1COCCO1,5,C,O,1.0,SP3,SP3,1,6,1.435230485686881,1.427450746208779
dioxane,C1COCCO1,6,C,H,1.0,SP3,OTHER,0,0,1.095773902413267,1.1015033783284554
dioxane,C1COCCO1,7,C,H,1.0,SP3,OTHER,0,0,1.0940610503317445,1.0960572859125566
dioxane,C1COCCO1,8,C,H,1.0,SP3,OTHER,0,0,1.0957805180828868,1.1015031614167068
dioxane,C1COCCO1,9,C,H,1.0,SP3,OTHER,0,0,1.0940646193004324,1.0960576990733655
dioxane,C1COCCO1,10,C,H,1.0,SP3,OTHER,0,0,1.09577698960053,1.101503509527319
dioxane,C1COCCO1,11,C,H,1.0,SP3,OTHER,0,0,1.0940641912342253,1.0960578170525495
dioxane,C1COCCO1,12,C,H,1.0,SP3,OTHER,0,0,1.094064396873877,1.0960576979511616
dioxane,C1COCCO1,13,C,H,1.0,SP3,OTHER,0,0,1.0957805057829784,1.1015034627385427
methanol,CO,0,C,O,1.0,SP3,SP3,0,0,1.4157340942341539,1.41915412636683
methanol,CO,1,C,H,1.0,SP3,OTHER,0,0,1.0927578957875346,1.101128136426456
methanol,CO,2,C,H,1.0,SP3,OTHER,0,0,1.0927589700880977,1.1011278012565118
methanol,CO,3,C,H,1.0,SP3,OTHER,0,0,1.0925287711419778,1.0933745441947147
methanol,CO,4,H,O,1.0,OTHER,SP3,0,0,0.9723502732878724,0.968729907332276
ethanol,CCO,0,C,C,1.0,SP3,SP3,0,0,1.5146040762506219,1.5262338800111863
ethanol,CCO,1,C,O,1.0,SP3,SP3,0,0,1.420177823701314,1.4239575546721888
ethanol,CCO,2,C,H,1.0,SP3,OTHER,0,0,1.0949726294688833,1.098077654546344
ethanol,CCO,3,C,H,1.0,SP3,OTHER,0,0,1.0935601200693084,1.09673337694674
ethanol,CCO,4,C,H,1.0,SP3,OTHER,0,0,1.0949488101372593,1.0949861086182784
ethanol,CCO,5,C,H,1.0,SP3,OTHER,0,0,1.0942056068486399,1.102584520592866
ethanol,CCO,6,C,H,1.0,SP3,OTHER,0,0,1.0938675398260065,1.09494502550813
ethanol,CCO,7,H,O,1.0,OTHER,SP3,0,0,0.9724204722557007,0.9699324146712492
1-propanol,CCCO,0,C,C,1.0,SP3,SP3,0,0,1.5221034567029272,1.5316316651421127
1-propanol,CCCO,1,C,C,1.0,SP3,SP3,0,0,1.5227201568738755,1.5243344544718525
1-propanol,CCCO,2,C,O,1.0,SP3,SP3,0,0,1.420351070369224,1.4256294256324116
1-propanol,CCCO,3,C,H,1.0,SP3,OTHER,0,0,1.094678135194542,1.0974756897635591
1-propanol,CCCO,4,C,H,1.0,SP3,OTHER,0,0,1.0946221482000078,1.0957931035528559
1-propanol,CCCO,5,C,H,1.0,SP3,OTHER,0,0,1.0944930578688017,1.093883427974846
1-propanol,CCCO,6,C,H,1.0,SP3,OTHER,0,0,1.0962038534369418,1.097657583900371
1-propanol,CCCO,7,C,H,1.0,SP3,OTHER,0,0,1.0955228595104716,1.0984252598670519
1-propanol,CCCO,8,C,H,1.0,SP3,OTHER,0,0,1.0945576631886509,1.1025468512866017
1-propanol,CCCO,9,C,H,1.0,SP3,OTHER,0,0,1.0947378913881625,1.1034748322952364
1-propanol,CCCO,10,H,O,1.0,OTHER,SP3,0,0,0.9723664388562573,0.9687159910799448
2-propanol,CC(O)C,0,C,C,1.0,SP3,SP3,0,0,1.5210656173492318,1.5303207562890206
2-propanol,CC(O)C,1,C,O,1.0,SP3,SP3,0,0,1.4243172522138459,1.43052935053427
2-propanol,CC(O)C,2,C,C,1.0,SP3,SP3,0,0,1.5210652204077248,1.5303207562890206
2-propanol,CC(O)C,3,C,H,1.0,SP3,OTHER,0,0,1.0953054821541797,1.0945451043355865
2-propanol,CC(O)C,4,C,H,1.0,SP3,OTHER,0,0,1.0956083347957883,1.0989227888446031
2-propanol,CC(O)C,5,C,H,1.0,SP3,OTHER,0,0,1.0941889506881342,1.0964235408262628
2-propanol,CC(O)C,6,C,H,1.0,SP3,OTHER,0,0,1.0949316038132244,1.0966873206493273
2-propanol,CC(O)C,7,H,O,1.0,OTHER,SP3,0,0,0.9725272612009394,0.9712246504501417
2-propanol,CC(O)C,8,C,H,1.0,SP3,OTHER,0,0,1.0953057791653433,1.0945451043355865
2-propanol,CC(O)C,9,C,H,1.0,SP3,OTHER,0,0,1.095608440006739,1.0989227888446031
2-propanol,CC(O)C,10,C,H,1.0,SP3,OTHER,0,0,1.0941886302662809,1.0964226050009185
tert-butanol,CC(C)(C)O,0,C,C,1.0,SP3,SP3,0,0,1.5280365077431888,1.5364829128047601
tert-butanol,CC(C)(C)O,1,C,C,1.0,SP3,SP3,0,0,1.5280364872456416,1.5364828730233213
tert-butanol,CC(C)(C)O,2,C,C,1.0,SP3,SP3,0,0,1.5271588437651138,1.5305870994752309
tert-butanol,CC(C)(C)O,3,C,O,1.0,SP3,SP3,0,0,1.428115629560856,1.4381044447932148
tert-butanol,CC(C)(C)O,4,C,H,1.0,SP3,OTHER,0,0,1.0948525424722726,1.0962566667441525
tert-butanol,CC(C)(C)O,5,C,H,1.0,SP3,OTHER,0,0,1.0959654484065635,1.0949838411529185
tert-butanol,CC(C)(C)O,6,C,H,1.0,SP3,OTHER,0,0,1.0959849924510827,1.098260947898085
tert-butanol,CC(C)(C)O,7,C,H,1.0,SP3,OTHER,0,0,1.0959642731809283,1.0949841223478995
tert-butanol,CC(C)(C)O,8,C,H,1.0,SP3,OTHER,0,0,1.095984134251039,1.098260888507371
tert-butanol,CC(C)(C)O,9,C,H,1.0,SP3,OTHER,0,0,1.0948534647691444,1.0962565825996213
tert-butanol,CC(C)(C)O,10,C,H,1.0,SP3,OTHER,0,0,1.0960630280371655,1.094925642840645
tert-butanol,CC(C)(C)O,11,C,H,1.0,SP3,OTHER,0,0,1.0948733705803608,1.0953020949646723
tert-butanol,CC(C)(C)O,12,C,H,1.0,SP3,OTHER,0,0,1.0960633424898398,1.094925973721968
tert-butanol,CC(C)(C)O,13,H,O,1.0,OTHER,SP3,0,0,0.9725166882336777,0.970759797628126
cyclohexanol,OC1CCCCC1,0,C,O,1.0,SP3,SP3,0,0,1.426168841351542,1.4331994262830279
cyclohexanol,OC1CCCCC1,1,C,C,1.0,SP3,SP3,1,6,1.5286930370421004,1.5327069894040413
cyclohexanol,OC1CCCCC1,2,C,C,1.0,SP3,SP3,1,6,1.5291172150705126,1.5366044477932503
cyclohexanol,OC1CCCCC1,3,C,C,1.0,SP3,SP3,1,6,1.5259841310937672,1.5370180211676114
cyclohexanol,OC1CCCCC1,4,C,C,1.0,SP3,SP3,1,6,1.5260023768936273,1.5369834195283305
cyclohexanol,OC1CCCCC1,5,C,C,1.0,SP3,SP3,1,6,1.5288259534433604,1.535883819595089
cyclohexanol,OC1CCCCC1,6,C,C,1.0,SP3,SP3,1,6,1.5295243342748752,1.5381927318938287
cyclohexanol,OC1CCCCC1,7,H,O,1.0,OTHER,SP3,0,0,0.9723623413491496,0.9700233901417015
cyclohexanol,OC1CCCCC1,8,C,H,1.0,SP3,OTHER,0,0,1.095578222796072,1.1028688681021872
cyclohexanol,OC1CCCCC1,9,C,H,1.0,SP3,OTHER,0,0,1.0963759470405212,1.0963653593424045
cyclohexanol,OC1CCCCC1,10,C,H,1.0,SP3,OTHER,0,0,1.0968133064697019,1.0991878624479983
cyclohexanol,OC1CCCCC1,11,C,H,1.0,SP3,OTHER,0,0,1.0959321935051456,1.097425203979752
cyclohexanol,OC1CCCCC1,12,C,H,1.0,SP3,OTHER,0,0,1.096868357490998,1.0968448353459117
cyclohexanol,OC1CCCCC1,13,C,H,1.0,SP3,OTHER,0,0,1.0970027342723443,1.1009689791842456
cyclohexanol,OC1CCCCC1,14,C,H,1.0,SP3,OTHER,0,0,1.0958069204038636,1.0975321094701513
cyclohexanol,OC1CCCCC1,15,C,H,1.0,SP3,OTHER,0,0,1.0959196647660814,1.0973525252388134
cyclohexanol,OC1CCCCC1,16,C,H,1.0,SP3,OTHER,0,0,1.0968571952670048,1.0976252383486815
cyclohexanol,OC1CCCCC1,17,C,H,1.0,SP3,OTHER,0,0,1.096264323780994,1.1003467789065409
cyclohexanol,OC1CCCCC1,18,C,H,1.0,SP3,OTHER,0,0,1.0968233132925285,1.0997347095849979
phenol,Oc1ccccc1,0,C,O,1.0,SP2,SP2,0,0,1.3637265254800903,1.3694526522830206
phenol,Oc1ccccc1,1,C,C,1.5,SP2,SP2,1,6,1.3920910645360094,1.3991675565281663
phenol,Oc1ccccc1,2,C,C,1.5,SP2,SP2,1,6,1.3959742745520063,1.3955978783392444
phenol,Oc1ccccc1,3,C,C,1.5,SP2,SP2,1,6,1.3959703245660346,1.3953751544745951
phenol,Oc1ccccc1,4,C,C,1.5,SP2,SP2,1,6,1.3953715934746558,1.397787977785615
phenol,Oc1ccccc1,5,C,C,1.5,SP2,SP2,1,6,1.3946911737320202,1.3931578417401238
phenol,Oc1ccccc1,6,C,C,1.5,SP2,SP2,1,6,1.390410071753294,1.3989244346886647
phenol,Oc1ccccc1,7,H,O,1.0,OTHER,SP2,0,0,0.9709463411749385,0.9695865722172519
phenol,Oc1ccccc1,8,C,H,1.0,SP2,OTHER,0,0,1.0850703852653985,1.0890845533391795
phenol,Oc1ccccc1,9,C,H,1.0,SP2,OTHER,0,0,1.0869152270669502,1.0867987385183147
phenol,Oc1ccccc1,10,C,H,1.0,SP2,OTHER,0,0,1.087010277878733,1.0859878627190087
phenol,Oc1ccccc1,11,C,H,1.0,SP2,OTHER,0,0,1.0866382144375375,1.0868591053825696
phenol,Oc1ccccc1,12,C,H,1.0,SP2,OTHER,0,0,1.0860753169145316,1.085502675418168
dimethyl_ether,COC,0,C,O,1.0,SP3,SP3,0,0,1.4211622045762404,1.4099317939847302
dimethyl_ether,COC,1,C,O,1.0,SP3,SP3,0,0,1.4211629160419998,1.4099317939847302
dimethyl_ether,COC,2,C,H,1.0,SP3,OTHER,0,0,1.0932917326372684,1.0932749947735017
dimethyl_ether,COC,3,C,H,1.0,SP3,OTHER,0,0,1.0943153660375973,1.1029556362655752
dimethyl_ether,COC,4,C,H,1.0,SP3,OTHER,0,0,1.0943152682577357,1.1029558612519361
dimethyl_ether,COC,5,C,H,1.0,SP3,OTHER,0,0,1.0943149836920811,1.1029556362655752
dimethyl_ether,COC,6,C,H,1.0,SP3,OTHER,0,0,1.0943143035878677,1.1029558612519361
dimethyl_ether,COC,7,C,H,1.0,SP3,OTHER,0,0,1.0932922702063708,1.0932749947735017
diethyl_ether,CCOCC,0,C,C,1.0,SP3,SP3,0,0,1.5184952734918207,1.5278773692322298
diethyl_ether,CCOCC,1,C,O,1.0,SP3,SP3,0,0,1.4257107936411928,1.4229222893095743
diethyl_ether,CCOCC,2,C,O,1.0,SP3,SP3,0,0,1.425711580133233,1.4229222893095743
diethyl_ether,CCOCC,3,C,C,1.0,SP3,SP3,0,0,1.518494818090928,1.5278773692322298
diethyl_ether,CCOCC,4,C,H,1.0,SP3,OTHER,0,0,1.0940533972686157,1.0958725309026593
diethyl_ether,CCOCC,5,C,H,1.0,SP3,OTHER,0,0,1.0938132105291105,1.0968203478665046
diethyl_ether,CCOCC,6,C,H,1.0,SP3,OTHER,0,0,1.0949655599008583,1.094890912474389
diethyl_ether,CCOCC,7,C,H,1.0,SP3,OTHER,0,0,1.0949270311577846,1.0959522185939494
diethyl_ether,CCOCC,8,C,H,1.0,SP3,OTHER,0,0,1.0948614579758482,1.1010326502592918
diethyl_ether,CCOCC,9,C,H,1.0,SP3,OTHER,0,0,1.0949266739211352,1.0959522185939494
diethyl_ether,CCOCC,10,C,H,1.0,SP3,OTHER,0,0,1.0948620946082661,1.1010326502592918
diethyl_ether,CCOCC,11,C,H,1.0,SP3,OTHER,0,0,1.094054288036019,1.0958732690188222
diethyl_ether,CCOCC,12,C,H,1.0,SP3,OTHER,0,0,1.0949648831094996,1.094890912474389
diethyl_ether,CCOCC,13,C,H,1.0,SP3,OTHER,0,0,1.0938125067729842,1.0968203478665046
formaldehyde,C=O,0,C,O,2.0,SP2,SP2,0,0,1.2246315049409762,1.206545
formaldehyde,C=O,1,C,H,1.0,SP2,OTHER,0,0,1.1016991913789353,1.1101098625780244
formaldehyde,C=O,2,C,H,1.0,SP2,OTHER,0,0,1.101700327088088,1.1101098625780244
acetaldehyde,CC=O,0,C,C,1.0,SP3,SP2,0,0,1.4975707545708816,1.5083388422851147
acetaldehyde,CC=O,1,C,O,2.0,SP2,SP2,0,0,1.2265372191654031,1.2105276872955033
acetaldehyde,CC=O,2,C,H,1.0,SP3,OTHER,0,0,1.0927769485649852,1.0923510679598387
acetaldehyde,CC=O,3,C,H,1.0,SP3,OTHER,0,0,1.092443298177988,1.0980681782134476
acetaldehyde,CC=O,4,C,H,1.0,SP3,OTHER,0,0,1.0924411369483484,1.098069126587666
acetaldehyde,CC=O,5,C,H,1.0,SP2,OTHER,0,0,1.1030572420731393,1.114256335584411
acetone,CC(C)=O,0,C,C,1.0,SP3,SP2,0,0,1.5047662195470763,1.5205426061876728
acetone,CC(C)=O,1,C,C,1.0,SP2,SP3,0,0,1.504765413886497,1.5205426061876728
acetone,CC(C)=O,2,C,O,2.0,SP2,SP2,0,0,1.2300623328697615,1.215703
acetone,CC(C)=O,3,C,H,1.0,SP3,OTHER,0,0,1.0927571198738537,1.0973969695734538
acetone,CC(C)=O,4,C,H,1.0,SP3,OTHER,0,0,1.0935218663492743,1.0917622483439333
acetone,CC(C)=O,5,C,H,1.0,SP3,OTHER,0,0,1.0927573878194556,1.0973975642555436
acetone,CC(C)=O,6,C,H,1.0,SP3,OTHER,0,0,1.092756691539338,1.0973975642555436
acetone,CC(C)=O,7,C,H,1.0,SP3,OTHER,0,0,1.0935223359611819,1.0917622483439333
acetone,CC(C)=O,8,C,H,1.0,SP3,OTHER,0,0,1.0927573183035657,1.0973969695734538
MEK,CCC(C)=O,0,C,C,1.0,SP3,SP3,0,0,1.5153784005115687,1.5408833355335503
MEK,CCC(C)=O,1,C,C,1.0,SP3,SP2,0,0,1.5130691083294907,1.5262910233222236
MEK,CCC(C)=O,2,C,C,1.0,SP2,SP3,0,0,1.506203563728024,1.5194276321302704
MEK,CCC(C)=O,3,C,O,2.0,SP2,SP2,0,0,1.2309826803789727,1.2165923303235147
MEK,CCC(C)=O,4,C,H,1.0,SP3,OTHER,0,0,1.0942960678189426,1.0949032791278874
MEK,CCC(C)=O,5,C,H,1.0,SP3,OTHER,0,0,1.0950350880528896,1.0946471614333086
MEK,CCC(C)=O,6,C,H,1.0,SP3,OTHER,0,0,1.0946368557877997,1.096247930107966
MEK,CCC(C)=O,7,C,H,1.0,SP3,OTHER,0,0,1.0949053149496535,1.0971015246188476
MEK,CCC(C)=O,8,C,H,1.0,SP3,OTHER,0,0,1.0956935513198935,1.0948858068547607
MEK,CCC(C)=O,9,C,H,1.0,SP3,OTHER,0,0,1.0921840903281828,1.0970788503539752
MEK,CCC(C)=O,10,C,H,1.0,SP3,OTHER,0,0,1.0936828627390118,1.091840829701381
MEK,CCC(C)=O,11,C,H,1.0,SP3,OTHER,0,0,1.0928457739740773,1.098104920139237
cyclohexanone,O=C1CCCCC1,0,C,O,2.0,SP2,SP2,0,0,1.2301025365468525,1.2164224440320888
cyclohexanone,O=C1CCCCC1,1,C,C,1.0,SP2,SP3,1,6,1.512325117837431,1.5246267499037265
cyclohexanone,O=C1CCCCC1,2,C,C,1.0,SP3,SP3,1,6,1.5225104350000362,1.5437911016423174
cyclohexanone,O=C1CCCCC1,3,C,C,1.0,SP3,SP3,1,6,1.5271356994465162,1.5352138952869074
cyclohexanone,O=C1CCCCC1,4,C,C,1.0,SP3,SP3,1,6,1.5271351309851398,1.5352138952869074
cyclohexanone,O=C1CCCCC1,5,C,C,1.0,SP3,SP3,1,6,1.5225107674670153,1.5437911016423174
cyclohexanone,O=C1CCCCC1,6,C,C,1.0,SP3,SP2,1,6,1.51232585343371,1.5246267499037265
cyclohexanone,O=C1CCCCC1,7,C,H,1.0,SP3,OTHER,0,0,1.095367710725946,1.1012105875163025
cyclohexanone,O=C1CCCCC1,8,C,H,1.0,SP3,OTHER,0,0,1.094983723068521,1.093969810538207
cyclohexanone,O=C1CCCCC1,9,C,H,1.0,SP3,OTHER,0,0,1.0972981403155662,1.0989614219916912
cyclohexanone,O=C1CCCCC1,10,C,H,1.0,SP3,OTHER,0,0,1.0957006300358687,1.0966505206550532
cyclohexanone,O=C1CCCCC1,11,C,H,1.0,SP3,OTHER,0,0,1.0967507090588087,1.100187964579235
cyclohexanone,O=C1CCCCC1,12,C,H,1.0,SP3,OTHER,0,0,1.0957990489072347,1.097006071809997
cyclohexanone,O=C1CCCCC1,13,C,H,1.0,SP3,OTHER,0,0,1.0957004046526586,1.0966505206550532
cyclohexanone,O=C1CCCCC1,14,C,H,1.0,SP3,OTHER,0,0,1.0972979262397244,1.0989614219916912
cyclohexanone,O=C1CCCCC1,15,C,H,1.0,SP3,OTHER,0,0,1.0949836382750202,1.093969810538207
cyclohexanone,O=C1CCCCC1,16,C,H,1.0,SP3,OTHER,0,0,1.0953680985362864,1.1012105875163025
formic_acid,OC=O,0,C,O,1.0,SP2,SP2,0,0,1.3417202384733562,1.346880777227888
formic_acid,OC=O,1,C,O,2.0,SP2,SP2,0,0,1.2165352635563014,1.204692098501937
formic_acid,OC=O,2,H,O,1.0,OTHER,SP2,0,0,0.9802185721016511,0.9773251498298813
formic_acid,OC=O,3,C,H,1.0,SP2,OTHER,0,0,1.099755280544722,1.0996134041061887
acetic_acid,CC(=O)O,0,C,C,1.0,SP3,SP2,0,0,1.4928374982807069,1.5082880618386527
acetic_acid,CC(=O)O,1,C,O,2.0,SP2,SP2,0,0,1.218758076612828,1.2100569925292775
acetic_acid,CC(=O)O,2,C,O,1.0,SP2,SP2,0,0,1.3457524247278916,1.3584377409679107
acetic_acid,CC(=O)O,3,C,H,1.0,SP3,OTHER,0,0,1.0927565575941423,1.0950200759442723
acetic_acid,CC(=O)O,4,C,H,1.0,SP3,OTHER,0,0,1.0927573596819196,1.0950193277431226
acetic_acid,CC(=O)O,5,C,H,1.0,SP3,OTHER,0,0,1.0936784302682394,1.090069035504174
acetic_acid,CC(=O)O,6,H,O,1.0,OTHER,SP2,0,0,0.9801988521743942,0.9757121084192816
propionic_acid,CCC(=O)O,0,C,C,1.0,SP3,SP3,0,0,1.5183583309881101,1.5273058144621856
propionic_acid,CCC(=O)O,1,C,C,1.0,SP3,SP2,0,0,1.5038107870802762,1.513765933663788
propionic_acid,CCC(=O)O,2,C,O,2.0,SP2,SP2,0,0,1.2185603162851644,1.2109739633906256
propionic_acid,CCC(=O)O,3,C,O,1.0,SP2,SP2,0,0,1.3478693229590175,1.3582867178324318
propionic_acid,CCC(=O)O,4,C,H,1.0,SP3,OTHER,0,0,1.0951179811586513,1.0939198584818726
propionic_acid,CCC(=O)O,5,C,H,1.0,SP3,OTHER,0,0,1.0943075673982152,1.0947211641934216
propionic_acid,CCC(=O)O,6,C,H,1.0,SP3,OTHER,0,0,1.09511871830318,1.0939180390449734
propionic_acid,CCC(=O)O,7,C,H,1.0,SP3,OTHER,0,0,1.0949213018413697,1.0977598054333197
propionic_acid,CCC(=O)O,8,C,H,1.0,SP3,OTHER,0,0,1.0949196791591609,1.0977602736262595
propionic_acid,CCC(=O)O,9,H,O,1.0,OTHER,SP2,0,0,0.9802371199612877,0.9756807195768501
methyl_acetate,COC(C)=O,0,C,O,1.0,SP3,SP2,0,0,1.4281005410919076,1.4360492069800392
methyl_acetate,COC(C)=O,1,C,O,1.0,SP2,SP2,0,0,1.3612252620198466,1.35439904421629
methyl_acetate,COC(C)=O,2,C,C,1.0,SP2,SP3,0,0,1.4980476553060653,1.5108829767053435
methyl_acetate,COC(C)=O,3,C,O,2.0,SP2,SP2,0,0,1.2227820321112017,1.210914354436349
methyl_acetate,COC(C)=O,4,C,H,1.0,SP3,OTHER,0,0,1.0935134725233155,1.0905382458171744
methyl_acetate,COC(C)=O,5,C,H,1.0,SP3,OTHER,0,0,1.0945298869875595,1.093469639392425
methyl_acetate,COC(C)=O,6,C,H,1.0,SP3,OTHER,0,0,1.0945297321904965,1.0934695072369416
methyl_acetate,COC(C)=O,7,C,H,1.0,SP3,OTHER,0,0,1.0937923285656195,1.090445235755102
methyl_acetate,COC(C)=O,8,C,H,1.0,SP3,OTHER,0,0,1.0928676077384671,1.0949383397497778
methyl_acetate,COC(C)=O,9,C,H,1.0,SP3,OTHER,0,0,1.0928681682417143,1.09493742955979
ethyl_acetate,CCOC(C)=O,0,C,C,1.0,SP3,SP3,0,0,1.5162721132214363,1.5173486199515918
ethyl_acetate,CCOC(C)=O,1,C,O,1.0,SP3,SP2,0,0,1.4326605805423698,1.445258672778337
ethyl_acetate,CCOC(C)=O,2,C,O,1.0,SP2,SP2,0,0,1.3611265457293087,1.3533250069828018
ethyl_acetate,CCOC(C)=O,3,C,C,1.0,SP2,SP3,0,0,1.4979655880710343,1.511578080013401
ethyl_acetate,CCOC(C)=O,4,C,O,2.0,SP2,SP2,0,0,1.2227262069375955,1.2113657342359492
ethyl_acetate,CCOC(C)=O,5,C,H,1.0,SP3,OTHER,0,0,1.0950364974803353,1.09471338528265
ethyl_acetate,CCOC(C)=O,6,C,H,1.0,SP3,OTHER,0,0,1.0950365744818755,1.0947137782274414
ethyl_acetate,CCOC(C)=O,7,C,H,1.0,SP3,OTHER,0,0,1.0935641746061366,1.0955931939041061
ethyl_acetate,CCOC(C)=O,8,C,H,1.0,SP3,OTHER,0,0,1.095785129588826,1.0949954118155016
ethyl_acetate,CCOC(C)=O,9,C,H,1.0,SP3,OTHER,0,0,1.0957853112074463,1.0949955751444842
ethyl_acetate,CCOC(C)=O,10,C,H,1.0,SP3,OTHER,0,0,1.0928689555161681,1.0950007521846732
ethyl_acetate,CCOC(C)=O,11,C,H,1.0,SP3,OTHER,0,0,1.0928675717510334,1.0950002598734851
ethyl_acetate,CCOC(C)=O,12,C,H,1.0,SP3,OTHER,0,0,1.0937834959885804,1.0904857804024775
methylamine,CN,0,C,N,1.0,SP3,SP3,0,0,1.451965117013835,1.4655165096118843
methylamine,CN,1,C,H,1.0,SP3,OTHER,0,0,1.0935183701854305,1.0955101598114003
methylamine,CN,2,C,H,1.0,SP3,OTHER,0,0,1.0936971620937856,1.1043307337161274
methylamine,CN,3,C,H,1.0,SP3,OTHER,0,0,1.0935191402613857,1.0955102767884015
methylamine,CN,4,H,N,1.0,OTHER,SP3,0,0,1.0191694459789304,1.0184962072079602
methylamine,CN,5,H,N,1.0,OTHER,SP3,0,0,1.0191700722077743,1.0184962072079602
dimethylamine,CNC,0,C,N,1.0,SP3,SP3,0,0,1.45660750073896,1.4570587018668808
dimethylamine,CNC,1,C,N,1.0,SP3,SP3,0,0,1.4566074681924435,1.4570587018668808
dimethylamine,CNC,2,C,H,1.0,SP3,OTHER,0,0,1.0948510984828028,1.0970342502460897
dimethylamine,CNC,3,C,H,1.0,SP3,OTHER,0,0,1.094927526004347,1.107544547691875
dimethylamine,CNC,4,C,H,1.0,SP3,OTHER,0,0,1.0944163167885428,1.0951112394574352
dimethylamine,CNC,5,H,N,1.0,OTHER,SP3,0,0,1.0196284065231804,1.017945713944511
dimethylamine,CNC,6,C,H,1.0,SP3,OTHER,0,0,1.0949266800060178,1.107544547691875
dimethylamine,CNC,7,C,H,1.0,SP3,OTHER,0,0,1.0948498392884751,1.0970342502460897
dimethylamine,CNC,8,C,H,1.0,SP3,OTHER,0,0,1.0944169449761822,1.0951113143142117
trimethylamine,CN(C)C,0,C,N,1.0,SP3,SP3,0,0,1.4624438906081147,1.4547452345881735
trimethylamine,CN(C)C,1,C,N,1.0,SP3,SP3,0,0,1.4624441186770183,1.454772636086478
trimethylamine,CN(C)C,2,C,N,1.0,SP3,SP3,0,0,1.4624431601634986,1.454749421828378
trimethylamine,CN(C)C,3,C,H,1.0,SP3,OTHER,0,0,1.0957473560401594,1.0956913003766162
trimethylamine,CN(C)C,4,C,H,1.0,SP3,OTHER,0,0,1.0961442676354238,1.1093197113280735
trimethylamine,CN(C)C,5,C,H,1.0,SP3,OTHER,0,0,1.0957480756510594,1.095715032634398
trimethylamine,CN(C)C,6,C,H,1.0,SP3,OTHER,0,0,1.0957485075741602,1.0957084416020533
trimethylamine,CN(C)C,7,C,H,1.0,SP3,OTHER,0,0,1.0961429482371357,1.1093174493628954
trimethylamine,CN(C)C,8,C,H,1.0,SP3,OTHER,0,0,1.0957485448523308,1.095708657148423
trimethylamine,CN(C)C,9,C,H,1.0,SP3,OTHER,0,0,1.0957487312303857,1.095688991991797
trimethylamine,CN(C)C,10,C,H,1.0,SP3,OTHER,0,0,1.0961438305418683,1.1093191620994383
trimethylamine,CN(C)C,11,C,H,1.0,SP3,OTHER,0,0,1.0957484792305212,1.0957081929254704
aniline,Nc1ccccc1,0,C,N,1.0,SP2,SP2,0,0,1.4002622690310553,1.4009784503217741
aniline,Nc1ccccc1,1,C,C,1.5,SP2,SP2,1,6,1.3973238539669322,1.4050923874386338
aniline,Nc1ccccc1,2,C,C,1.5,SP2,SP2,1,6,1.3974269822988963,1.3931289670931402
aniline,Nc1ccccc1,3,C,C,1.5,SP2,SP2,1,6,1.3928198545978587,1.3964909864564112
aniline,Nc1ccccc1,4,C,C,1.5,SP2,SP2,1,6,1.3928205555522937,1.3964909864564112
aniline,Nc1ccccc1,5,C,C,1.5,SP2,SP2,1,6,1.3974273103814738,1.3931289670931402
aniline,Nc1ccccc1,6,C,C,1.5,SP2,SP2,1,6,1.3973237630717514,1.4050923874386338
aniline,Nc1ccccc1,7,H,N,1.0,OTHER,SP2,0,0,1.0149413384038508,1.0130143412928563
aniline,Nc1ccccc1,8,H,N,1.0,OTHER,SP2,0,0,1.0149412521919678,1.0130143412928563
aniline,Nc1ccccc1,9,C,H,1.0,SP2,OTHER,0,0,1.0864940638167335,1.0881366151256011
aniline,Nc1ccccc1,10,C,H,1.0,SP2,OTHER,0,0,1.0865719545805514,1.0872652950715385
aniline,Nc1ccccc1,11,C,H,1.0,SP2,OTHER,0,0,1.0865964135804977,1.085968680484847
aniline,Nc1ccccc1,12,C,H,1.0,SP2,OTHER,0,0,1.0865715183498048,1.0872652950715385
aniline,Nc1ccccc1,13,C,H,1.0,SP2,OTHER,0,0,1.0864944050044623,1.0881366151256011
acetonitrile,CC#N,0,C,C,1.0,SP3,SP,0,0,1.4619165309158388,1.4611160011532283
